id,name,validFrom,validThrough
ocd-division/country:ca/province:qc/ed:vaudreuil,Vaudreuil,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:vaudreuil-soulanges,Vaudreuil—Soulanges,1917-10-06,1968-04-22
ocd-division/country:ca/province:qc/ed:vaudreuil-soulanges-1997,Vaudreuil—Soulanges,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:verchères,Verchères,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:verchères-les_patriotes,Verchères—Les Patriotes,1998-06-18,2015-08-01
ocd-division/country:ca/province:qc/ed:verdun,Verdun,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:verdun-la_salle,Verdun—La Salle,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:verdun-saint-henri-saint-paul-pointe_saint-charles,Verdun—Saint-Henri—Saint-Paul—Pointe Saint-Charles,2000-06-29,2004-05-22
ocd-division/country:ca/province:qc/ed:villeneuve,Villeneuve,1949-04-30,1979-03-25
ocd-division/country:ca/province:qc/ed:westmount-st._henri,Westmount—St. Henri,1917-10-06,1925-09-04
ocd-division/country:ca/province:qc/ed:westmount-ville-marie,Westmount—Ville-Marie,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:wright,Wright,1896-04-24,1949-04-29
ocd-division/country:ca/province:qc/ed:yamaska,Yamaska,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:îles-de-la-madeleine,Îles-de-la-Madeleine,1949-04-30,1968-04-22
ocd-division/country:ca/province:sk/ed:assiniboia,Assiniboia,1908-09-17,1988-09-30
ocd-division/country:ca/province:sk/ed:battleford,Battleford,1908-09-17,1925-09-04
ocd-division/country:ca/province:sk/ed:battleford-kindersley,Battleford—Kindersley,1968-04-23,1979-03-25
ocd-division/country:ca/province:sk/ed:blackstrap,Blackstrap,1997-04-27,2015-08-01
ocd-division/country:ca/province:sk/ed:humboldt,Humboldt,1908-09-17,1953-06-12
ocd-division/country:ca/province:sk/ed:humboldt-lake_centre,Humboldt—Lake Centre,1979-03-26,1988-09-30
ocd-division/country:ca/province:sk/ed:humboldt-melfort-tisdale,Humboldt—Melfort—Tisdale,1961-06-01,1968-04-22
ocd-division/country:ca/province:sk/ed:kindersley,Kindersley,1917-10-06,1968-04-22
ocd-division/country:ca/province:sk/ed:kindersley-lloydminster,Kindersley—Lloydminster,1979-03-26,1997-04-26
ocd-division/country:ca/province:sk/ed:lake_centre,Lake Centre,1935-08-14,1953-06-12
ocd-division/country:ca/province:sk/ed:last_mountain,Last Mountain,1917-10-06,1935-08-13
ocd-division/country:ca/province:sk/ed:long_lake,Long Lake,1925-09-05,1935-08-13
ocd-division/country:ca/province:sk/ed:mackenzie,Mackenzie,1908-09-17,1997-04-26
ocd-division/country:ca/province:sk/ed:maple_creek,Maple Creek,1917-10-06,1953-06-12
ocd-division/country:ca/province:sk/ed:meadow_lake,Meadow Lake,1949-04-30,1979-03-25
ocd-division/country:ca/province:sk/ed:melfort,Melfort,1925-09-05,1953-06-12
ocd-division/country:ca/province:sk/ed:melville,Melville,1925-09-05,1968-04-22
ocd-division/country:ca/province:sk/ed:moose_jaw,Moose Jaw,1908-09-17,1953-06-12
ocd-division/country:ca/province:sk/ed:moose_jaw-1968,Moose Jaw,1968-04-23,1988-09-30
ocd-division/country:ca/province:sk/ed:moose_jaw-lake_centre,Moose Jaw—Lake Centre,1953-06-13,1968-04-22
ocd-division/country:ca/province:sk/ed:moose_jaw-lake_centre-1988,Moose Jaw—Lake Centre,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:moose_mountain,Moose Mountain,1949-04-30,1968-04-22
ocd-division/country:ca/province:sk/ed:north_battleford,North Battleford,1917-10-06,1949-04-29
ocd-division/country:ca/province:sk/ed:palliser,Palliser,1997-04-27,2015-08-01
ocd-division/country:ca/province:sk/ed:prince_albert,Prince Albert,1908-09-17,1988-09-30
ocd-division/country:ca/province:sk/ed:prince_albert-churchill_river,Prince Albert—Churchill River,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:qu~appelle,Qu'Appelle,1908-09-17,1968-04-22
ocd-division/country:ca/province:sk/ed:qu~appelle-moose_mountain,Qu'Appelle—Moose Mountain,1968-04-23,1988-09-30
ocd-division/country:ca/province:sk/ed:regina,Regina,1908-09-17,1935-08-13
ocd-division/country:ca/province:sk/ed:regina-lake_centre,Regina—Lake Centre,1968-04-23,1979-03-25
ocd-division/country:ca/province:sk/ed:regina-lumsden,Regina—Lumsden,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:regina-lumsden-lake_centre,Regina—Lumsden—Lake Centre,1997-04-27,2015-08-01
ocd-division/country:ca/province:sk/ed:regina-qu~appelle,Regina—Qu'Appelle,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:regina-wascana,Regina—Wascana,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:regina_city,Regina City,1935-08-14,1968-04-22
ocd-division/country:ca/province:sk/ed:regina_east,Regina East,1968-04-23,1988-09-30
ocd-division/country:ca/province:sk/ed:regina_west,Regina West,1979-03-26,1988-09-30
ocd-division/country:ca/province:sk/ed:rosetown,Rosetown,1925-09-05,1935-08-13
ocd-division/country:ca/province:sk/ed:rosetown-biggar,Rosetown—Biggar,1935-08-14,1968-04-22
ocd-division/country:ca/province:sk/ed:rosthern,Rosthern,1935-08-14,1968-04-22
ocd-division/country:ca/province:sk/ed:saltcoats,Saltcoats,1908-09-17,1925-09-04
ocd-division/country:ca/province:sk/ed:saskatchewan,Saskatchewan,1905,1907
ocd-division/country:ca/province:sk/ed:saskatoon,Saskatoon,1908-09-17,1935-08-13
ocd-division/country:ca/province:sk/ed:saskatoon-1949,Saskatoon,1949-04-30,1968-04-22
ocd-division/country:ca/province:sk/ed:saskatoon-biggar,Saskatoon—Biggar,1968-04-23,1979-03-25
ocd-division/country:ca/province:sk/ed:saskatoon-clark~s_crossing,Saskatoon—Clark's Crossing,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:saskatoon-dundurn,Saskatoon—Dundurn,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:saskatoon-humboldt,Saskatoon—Humboldt,1968-04-23,1979-03-25
ocd-division/country:ca/province:sk/ed:saskatoon-humboldt-1988,Saskatoon—Humboldt,1988-10-01,2015-08-01
ocd-division/country:ca/province:sk/ed:saskatoon-rosetown-biggar,Saskatoon—Rosetown—Biggar,1997-04-27,2015-08-01
ocd-division/country:ca/province:sk/ed:saskatoon-wanuskewin,Saskatoon—Wanuskewin,2000-06-29,2015-08-01
ocd-division/country:ca/province:sk/ed:saskatoon_city,Saskatoon City,1935-08-14,1949-04-29
ocd-division/country:ca/province:sk/ed:saskatoon_east,Saskatoon East,1979-03-26,1988-09-30
ocd-division/country:ca/province:sk/ed:saskatoon_west,Saskatoon West,1979-03-26,1988-09-30
ocd-division/country:ca/province:sk/ed:south_battleford,South Battleford,1925-09-05,1935-08-13
ocd-division/country:ca/province:sk/ed:swift_current-maple_creek,Swift Current—Maple Creek,1953-02-11,1988-09-30
ocd-division/country:ca/province:sk/ed:swift_current-maple_creek-assiniboia,Swift Current—Maple Creek—Assiniboia,1988-10-01,1997-04-26
ocd-division/country:ca/province:sk/ed:the_battlefords,The Battlefords,1935-08-14,1968-04-22
ocd-division/country:ca/province:sk/ed:the_battlefords-meadow_lake,The Battlefords—Meadow Lake,1979-03-26,1997-04-26
ocd-division/country:ca/province:sk/ed:wascana,Wascana,1997-04-27,2015-08-01
ocd-division/country:ca/province:sk/ed:weyburn,Weyburn,1917-10-06,1949-04-29
ocd-division/country:ca/province:sk/ed:willow_bunch,Willow Bunch,1925-09-05,1935-08-13
ocd-division/country:ca/province:sk/ed:wood_mountain,Wood Mountain,1935-08-14,1949-04-29
ocd-division/country:ca/province:sk/ed:yorkton,Yorkton,1925-09-05,1968-04-22
ocd-division/country:ca/territory:nt/ed:alberta_provisional_district,Alberta (Provisional District),1886-06-02,1908-09-16
ocd-division/country:ca/territory:nt/ed:assiniboia_east,Assiniboia East,1886-06-02,1908-09-16
ocd-division/country:ca/territory:nt/ed:assiniboia_west,Assiniboia West,1886-06-02,1908-09-16
ocd-division/country:ca/territory:nt/ed:calgary,Calgary,1904-09-20,1908-09-16
ocd-division/country:ca/territory:nt/ed:edmonton,Edmonton,1904-09-20,1908-09-16
ocd-division/country:ca/territory:nt/ed:humboldt,Humboldt,1904-09-20,1908-09-16
ocd-division/country:ca/territory:nt/ed:mackenzie,Mackenzie,1904-09-20,1908-09-16
ocd-division/country:ca/territory:nt/ed:mackenzie_river,Mackenzie River,1953-06-13,1962-04-07
ocd-division/country:ca/territory:nt/ed:northwest_territories,Northwest Territories,1962-03-23,1979-03-25
ocd-division/country:ca/territory:nt/ed:nunatsiaq,Nunatsiaq,1979-03-26,1997-04-26
ocd-division/country:ca/territory:nt/ed:qu~appelle,Qu'Appelle,1904-09-20,1908-09-16
ocd-division/country:ca/territory:nt/ed:saskatchewan_provisional_district,Saskatchewan (Provisional District),1886-06-02,1908-09-16
ocd-division/country:ca/territory:nt/ed:strathcona,Strathcona,1904-09-20,1908-09-16
ocd-division/country:ca/territory:nt/ed:western_arctic,Western Arctic,1979-03-26,2015-08-01
ocd-division/country:ca/territory:nt/ed:yukon-mackenzie_river,Yukon—Mackenzie River,1949-04-30,1953-06-12
ocd-division/country:ca/territory:yt/ed:yukon,Yukon,1902-01-01,1949-04-29
ocd-division/country:ca/province:ab/ed:athabasca,Athabasca,1968-04-23,2004-08-31
ocd-division/country:ca/province:ab/ed:calgary,Calgary,1908-09-17,1917-10-05
ocd-division/country:ca/province:ab/ed:calgary_north_centre,Calgary North Centre,2004-05-23,2004-08-31
ocd-division/country:ca/province:ab/ed:calgary_south_centre,Calgary South Centre,2004-05-23,2004-08-31
ocd-division/country:ca/province:ab/ed:east_calgary,East Calgary,1917-10-06,1925-09-04
ocd-division/country:ca/province:ab/ed:edmonton-beaumont,Edmonton—Beaumont,2004-05-23,2004-08-31
ocd-division/country:ca/province:ab/ed:lethbridge-1917,Lethbridge,1917-10-06,1979-03-25
ocd-division/country:ca/province:ab/ed:medicine_hat,Medicine Hat,1908-09-17,2015-08-01
ocd-division/country:ca/province:bc/ed:burnaby-richmond,Burnaby—Richmond,1949-04-30,1970-06-25
ocd-division/country:ca/province:bc/ed:cariboo_district,Cariboo District,1871-05-16,1872-07-07
ocd-division/country:ca/province:bc/ed:dewdney-alouette,Dewdney—Alouette,1997-04-27,2004-08-31
ocd-division/country:ca/province:bc/ed:fort_nelson-peace_river,Fort Nelson—Peace River,1976,1978
ocd-division/country:ca/province:bc/ed:kamloops-thompson,Kamloops—Thompson,2004-05-23,2004-08-31
ocd-division/country:ca/province:bc/ed:kelowna,Kelowna,1997-04-27,2004-08-31
ocd-division/country:ca/province:bc/ed:nanaimo,Nanaimo,1904-09-20,1962-04-07
ocd-division/country:ca/province:bc/ed:north_okanagan-shuswap-2004,North Okanagan—Shuswap,2004-05-23,2004-08-31
ocd-division/country:ca/province:bc/ed:port_moody-coquitlam-1988,Port Moody—Coquitlam,1988-10-01,1998-06-17
ocd-division/country:ca/province:bc/ed:southern_interior,Southern Interior,2004-05-23,2004-08-31
ocd-division/country:ca/province:bc/ed:surrey,Surrey,1968-04-23,1971-03-10
ocd-division/country:ca/province:bc/ed:victoria_district,Victoria District,1871-05-16,1872-07-07
ocd-division/country:ca/province:bc/ed:west_kootenay-okanagan,West Kootenay—Okanagan,1997-04-27,1998-06-17
ocd-division/country:ca/province:bc/ed:west_vancouver-sunshine_coast,West Vancouver—Sunshine Coast,1997-04-27,2004-08-31
ocd-division/country:ca/province:bc/ed:westminster_district,Westminster District,1917-10-06,1919-04-02
ocd-division/country:ca/province:bc/ed:yale_district,Yale District,1871-05-16,1872-07-07
ocd-division/country:ca/province:mb/ed:charleswood-assiniboine,Charleswood—Assiniboine,1997-04-27,1998-06-17
ocd-division/country:ca/province:mb/ed:charleswood-st._james,Charleswood—St. James,2004-05-23,2004-08-31
ocd-division/country:ca/province:mb/ed:dauphin,Dauphin,1904-09-20,1983-05-10
ocd-division/country:ca/province:mb/ed:dauphin-swan_river,Dauphin—Swan River,1983-05-11,2004-08-31
ocd-division/country:ca/province:mb/ed:st._boniface,St. Boniface,1925-09-05,1997-04-26
ocd-division/country:ca/province:mb/ed:winnipeg-st._paul,Winnipeg—St. Paul,1996-01-01,1997-01-01
ocd-division/country:ca/province:mb/ed:winnipeg_north-1917,Winnipeg North,1917-10-06,1997-04-26
ocd-division/country:ca/province:nb/ed:beauséjour-1988,Beauséjour,1988-10-01,1997-04-26
ocd-division/country:ca/province:nb/ed:fredericton-1988,Fredericton,1988-10-01,1989-12-28
ocd-division/country:ca/province:nb/ed:fundy,Fundy,2004-05-23,2004-08-31
ocd-division/country:ca/province:nb/ed:gloucester,Gloucester,1867-08-06,1990-12-18
ocd-division/country:ca/province:nb/ed:moncton,Moncton,1968-04-23,1998-06-17
ocd-division/country:ca/province:nb/ed:northumberland,Northumberland,1867-08-06,1955-03-23
ocd-division/country:ca/province:nb/ed:st._croix-belleisle,St. Croix—Belleisle,2004-05-23,2004-08-31
ocd-division/country:ca/province:nl/ed:bonavista-exploits,Bonavista—Exploits,2004-05-23,2004-08-31
ocd-division/country:ca/province:nl/ed:humber-st._barbe,Humber—St. Barbe,1979-03-26,1979-03-27
ocd-division/country:ca/province:nl/ed:st._john~s_north,St. John's North,2004-05-23,2004-08-31
ocd-division/country:ca/province:nl/ed:st._john~s_south,St. John's South,2004-05-23,2004-08-31
ocd-division/country:ca/province:ns/ed:annapolis_valley-hants,Annapolis Valley—Hants,1979-03-26,1997-04-26
ocd-division/country:ca/province:ns/ed:bras_d~or,Bras d'Or,1997-04-27,1998-06-17
ocd-division/country:ca/province:ns/ed:cape_breton_north-victoria,Cape Breton North—Victoria,1925-09-05,1935-08-13
ocd-division/country:ca/province:ns/ed:digby_and_annapolis,Digby and Annapolis,1917-10-06,1925-09-04
ocd-division/country:ca/province:ns/ed:north_cape_breton_and_victoria,North Cape Breton and Victoria,1904-09-20,1925-09-04
ocd-division/country:ca/province:ns/ed:north_nova,North Nova,2004-05-23,2004-08-31
ocd-division/country:ca/province:on/ed:barrie-simcoe,Barrie—Simcoe,1997-04-27,2015-08-01
ocd-division/country:ca/province:on/ed:beaches-woodbine,Beaches—Woodbine,1988-10-01,1997-04-26
ocd-division/country:ca/province:on/ed:brampton-malton,Brampton—Malton,1988-10-01,1990-12-18
ocd-division/country:ca/province:on/ed:broadview-greenwood,Broadview—Greenwood,1979-03-26,2000-06-28
ocd-division/country:ca/province:on/ed:bruce,Bruce,1935-08-14,1975-03-12
ocd-division/country:ca/province:on/ed:bruce-grey,Bruce—Grey,1975-03-13,2000-06-28
ocd-division/country:ca/province:on/ed:bruce-grey-owen_sound-2000,Bruce—Grey—Owen Sound,2000-06-29,2004-05-22
ocd-division/country:ca/province:on/ed:carleton-gloucester,Carleton—Gloucester,1988-10-01,1997-04-26
ocd-division/country:ca/province:on/ed:carleton-gloucester-1997,Carleton—Gloucester,1997-04-27,2000-06-28
ocd-division/country:ca/province:on/ed:carleton-lanark,Carleton—Lanark,2004-05-23,2004-08-31
ocd-division/country:ca/province:on/ed:clarington-scugog-uxbridge,Clarington—Scugog—Uxbridge,2004-05-23,2004-08-31
ocd-division/country:ca/province:on/ed:elgin,Elgin,1935-08-14,1990-12-18
ocd-division/country:ca/province:on/ed:essex-kent,Essex—Kent,1979-03-26,1997-04-26
ocd-division/country:ca/province:on/ed:glengarry-prescott,Glengarry—Prescott,1953-06-13,1970-06-25
ocd-division/country:ca/province:on/ed:gloucester-carleton,Gloucester—Carleton,1996,1997
ocd-division/country:ca/province:on/ed:grey-bruce-owen_sound,Grey—Bruce—Owen Sound,2004-05-23,2004-08-31
ocd-division/country:ca/province:on/ed:hamilton-wentworth,Hamilton—Wentworth,1968-04-23,1997-04-26
ocd-division/country:ca/province:on/ed:high_park,High Park,1935-08-14,1972-03-28
ocd-division/country:ca/province:on/ed:huron,Huron,1953-06-13,1974-05-06
ocd-division/country:ca/province:on/ed:kitchener-conestoga-2004,Kitchener—Conestoga,2004-05-23,2004-08-31
ocd-division/country:ca/province:on/ed:kitchener-wilmot-wellesley-woolwich,Kitchener—Wilmot—Wellesley—Woolwich,2004-09-01,2005-02-23
ocd-division/country:ca/province:on/ed:lakeshore,Lakeshore,1968-04-23,1971-03-10
ocd-division/country:ca/province:on/ed:lambton-kent-middlesex-1997,Lambton—Kent—Middlesex,1997-04-27,2004-05-22
ocd-division/country:ca/province:on/ed:lanark-carleton,Lanark—Carleton,1988-10-01,2004-05-22
ocd-division/country:ca/province:on/ed:lanark-frontenac-lennox_and_addington,Lanark—Frontenac—Lennox and Addington,2004-05-23,2015-08-01
ocd-division/country:ca/province:on/ed:lanark_and_renfrew,Lanark and Renfrew,1968-04-23,1970-06-25
ocd-division/country:ca/province:on/ed:leeds-grenville,Leeds—Grenville,1979-03-26,2015-08-01
ocd-division/country:ca/province:on/ed:markham-whitchurch-stouffville,Markham—Whitchurch—Stouffville,1989-12-29,1997-04-26
ocd-division/country:ca/province:on/ed:middlesex,Middlesex,1968-04-23,1973-05-06
ocd-division/country:ca/province:on/ed:middlesex-kent-lambton,Middlesex—Kent—Lambton,2004-05-23,2004-08-31
ocd-division/country:ca/province:on/ed:mississauga-erindale,Mississauga—Erindale,2004-05-23,2015-08-01
ocd-division/country:ca/province:on/ed:mississauga_east-cooksville-2004,Mississauga East—Cooksville,2004-05-23,2015-08-01
ocd-division/country:ca/province:on/ed:ottawa-orléans,Ottawa—Orléans,2000-06-29,2015-08-01
ocd-division/country:ca/province:on/ed:ottawa_east,Ottawa East,1935-08-14,1973-12-11
ocd-division/country:ca/province:on/ed:peel_south,Peel South,1968-04-23,1973-12-04
ocd-division/country:ca/province:on/ed:peterborough,Peterborough,1953-06-13,2015-08-01
ocd-division/country:ca/province:on/ed:pickering-scarborough_east,Pickering—Scarborough East,2004-05-23,2015-08-01
ocd-division/country:ca/province:on/ed:renfrew,Renfrew,1988-10-01,1989-12-28
ocd-division/country:ca/province:on/ed:renfrew_north,Renfrew North,1867-08-06,1972-03-28
ocd-division/country:ca/province:on/ed:sarnia,Sarnia,1968-04-23,1970-06-25
ocd-division/country:ca/province:on/ed:sarnia-1979,Sarnia,1979-03-26,1981-01-16
ocd-division/country:ca/province:on/ed:st._paul~s,St. Paul's,1935-08-14,2015-08-01
ocd-division/country:ca/province:on/ed:stormont-dundas,Stormont—Dundas,1968-04-23,1999-03-10
ocd-division/country:ca/province:on/ed:thunder_bay-nipigon,Thunder Bay—Nipigon,1979-03-26,1998-06-17
ocd-division/country:ca/province:on/ed:victoria-haliburton,Victoria—Haliburton,1968-04-23,1998-06-17
ocd-division/country:ca/province:on/ed:wellington-grey,Wellington—Grey,1968-04-23,1970-06-25
ocd-division/country:ca/province:on/ed:wentworth-burlington,Wentworth—Burlington,1997-04-27,2000-06-28
ocd-division/country:ca/province:on/ed:windsor-lake_st._clair,Windsor—Lake St. Clair,1988-10-01,1989-12-28
ocd-division/country:ca/province:qc/ed:abitibi,Abitibi,1968-04-23,1998-06-17
ocd-division/country:ca/province:qc/ed:argenteuil-mirabel,Argenteuil—Mirabel,2004-05-23,2004-08-31
ocd-division/country:ca/province:qc/ed:argenteuil-papineau,Argenteuil—Papineau,1981-01-17,1999-03-10
ocd-division/country:ca/province:qc/ed:beauport,Beauport,2004-05-23,2004-08-31
ocd-division/country:ca/province:qc/ed:beauport-montmorency-orléans,Beauport—Montmorency—Orléans,1990-12-19,1998-06-17
ocd-division/country:ca/province:qc/ed:bellechasse-montmagny-l~islet,Bellechasse—Montmagny—L'Islet,1997-01-01,1997-01-01
ocd-division/country:ca/province:qc/ed:bonaventure,Bonaventure,1867-08-06,1971-03-10
ocd-division/country:ca/province:qc/ed:bourassa-1968,Bourassa,1968-04-23,1971-03-10
ocd-division/country:ca/province:qc/ed:charlesbourg,Charlesbourg,1979-03-26,2000-06-28
ocd-division/country:ca/province:qc/ed:charlesbourg-2004,Charlesbourg,2004-05-23,2004-08-31
ocd-division/country:ca/province:qc/ed:chicoutimi,Chicoutimi,1925-09-05,2000-06-28
ocd-division/country:ca/province:qc/ed:chicoutimi-2013,Chicoutimi,2013-01-01,2015-01-01
ocd-division/country:ca/province:qc/ed:chicoutimi-le_fjord-2000,Chicoutimi—Le Fjord,2000-06-29,2015-08-01
ocd-division/country:ca/province:qc/ed:duvernay,Duvernay,1968-04-23,1990-12-18
ocd-division/country:ca/province:qc/ed:hochelaga-1867,Hochelaga,1867-08-06,1979-03-25
ocd-division/country:ca/province:qc/ed:hull,Hull,1917-10-06,1984-07-08
ocd-division/country:ca/province:qc/ed:la_prairie-1981,La Prairie,1981-01-17,1997-04-26
ocd-division/country:ca/province:qc/ed:lac-saint-jean-1949,Lac-Saint-Jean,1949-04-30,2000-06-28
ocd-division/country:ca/province:qc/ed:lafontaine,Lafontaine,1949-04-30,1975-03-12
ocd-division/country:ca/province:qc/ed:langelier,Langelier,1968-04-23,1990-12-18
ocd-division/country:ca/province:qc/ed:laval-des-rapides,Laval-des-Rapides,1979-03-26,1990-12-18
ocd-division/country:ca/province:qc/ed:longueuil,Longueuil,1953-06-13,2004-08-31
ocd-division/country:ca/province:qc/ed:lotbinière,Lotbinière,1867-08-06,2000-06-28
ocd-division/country:ca/province:qc/ed:lévis,Lévis,1867-08-06,1998-06-17
ocd-division/country:ca/province:qc/ed:lévis-bellechasse,Lévis—Bellechasse,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:marc-aurèle-fortin-2004,Marc-Aurèle-Fortin,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:montmorency-charlevoix-haute-côte-nord,Montmorency—Charlevoix—Haute-Côte-Nord,2004-09-01,2015-08-01
ocd-division/country:ca/province:qc/ed:montmorency-orléans,Montmorency—Orléans,1981-01-17,1990-12-18
ocd-division/country:ca/province:qc/ed:nunavik-eeyou,Nunavik—Eeyou,2004-05-23,2004-08-31
ocd-division/country:ca/province:qc/ed:portneuf,Portneuf,1867-08-06,2004-08-31
ocd-division/country:ca/province:qc/ed:quebec_east,Quebec East,1867-08-06,1968-04-22
ocd-division/country:ca/province:qc/ed:québec-est,Québec-Est,1968-04-23,1997-04-26
ocd-division/country:ca/province:qc/ed:richmond,Richmond,1968-04-23,1981-01-16
ocd-division/country:ca/province:qc/ed:rimouski,Rimouski,1867-08-06,1981-01-16
ocd-division/country:ca/province:qc/ed:rimouski-1997,Rimouski,1997,1997
ocd-division/country:ca/province:qc/ed:rimouski-mitis,Rimouski—Mitis,1997-04-27,2000-06-28
ocd-division/country:ca/province:qc/ed:rimouski-neigette-témiscouata-les_basques-2004,Rimouski-Neigette—Témiscouata—Les Basques,2004-09-01,2015-08-01
ocd-division/country:ca/province:qc/ed:rimouski-témiscouata,Rimouski—Témiscouata,1981-01-17,1997-04-26
ocd-division/country:ca/province:qc/ed:rimouski-témiscouata-2004,Rimouski—Témiscouata,2004-05-23,2004-08-31
ocd-division/country:ca/province:qc/ed:rivière-du-loup-montmagny,Rivière-du-Loup—Montmagny,2004-05-23,2004-08-31
ocd-division/country:ca/province:qc/ed:roberval,Roberval,1949-04-30,2004-08-31
ocd-division/country:ca/province:qc/ed:rosemont,Rosemont,1979-03-26,2000-06-28
ocd-division/country:ca/province:qc/ed:rosemont-petite-patrie,Rosemont—Petite-Patrie,2000-06-29,2004-05-22
ocd-division/country:ca/province:qc/ed:saint-denis,Saint-Denis,1953-06-13,1997-04-26
ocd-division/country:ca/province:qc/ed:saint-eustache-sainte-thérèse,Saint-Eustache—Sainte-Thérèse,1997-04-27,1998-06-17
ocd-division/country:ca/province:qc/ed:saint-henri,Saint-Henri,1953-06-13,1979-03-25
ocd-division/country:ca/province:qc/ed:saint-henri-westmount,Saint-Henri—Westmount,1979-03-26,1997-04-26
ocd-division/country:ca/province:qc/ed:saint-hubert,Saint-Hubert,1988-10-01,1997-04-26
ocd-division/country:ca/province:qc/ed:saint-hyacinthe,Saint-Hyacinthe,1968-04-23,1981-01-16
ocd-division/country:ca/province:qc/ed:saint-laurent-1988,Saint-Laurent,1988-10-01,1989-12-28
ocd-division/country:ca/province:qc/ed:saint-léonard,Saint-Léonard,1988-10-01,1997-04-26
ocd-division/country:ca/province:qc/ed:saint-michel,Saint-Michel,1968-04-23,1984-07-08
ocd-division/country:ca/province:qc/ed:st-maurice-laflèche,St-Maurice—Laflèche,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:st._anne,St. Anne,1896-04-24,1917-10-05
ocd-division/country:ca/province:qc/ed:st._henri,St. Henri,1925-09-05,1935-08-13
ocd-division/country:ca/province:qc/ed:st._hyacinthe-bagot,St. Hyacinthe—Bagot,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:terrebonne-1867,Terrebonne,1867-08-06,1997-04-26
ocd-division/country:ca/province:qc/ed:three_rivers_and_st._maurice,Three Rivers and St. Maurice,1896-04-24,1925-09-04
ocd-division/country:ca/province:qc/ed:trois-rivières-1949,Trois-Rivières,1949-04-30,1972-03-28
ocd-division/country:ca/province:qc/ed:témiscouata,Témiscouata,1867-08-06,1959-06-03
ocd-division/country:ca/province:qc/ed:témiscouata-1968,Témiscouata,1968-04-23,1972-03-28
ocd-division/country:ca/province:qc/ed:verdun-saint-henri,Verdun—Saint-Henri,1997-04-27,2000-06-28
ocd-division/country:ca/province:qc/ed:verdun-saint-paul,Verdun—Saint-Paul,1981-01-17,1997-04-26
ocd-division/country:ca/province:qc/ed:westmount,Westmount,1968-04-23,1979-03-25
ocd-division/country:ca/province:sk/ed:churchill_river,Churchill River,1997-04-27,2004-08-31
ocd-division/country:ca/province:sk/ed:humboldt-melfort,Humboldt—Melfort,1953-06-13,1961-05-31
ocd-division/country:ca/province:sk/ed:regina-arm_river,Regina—Arm River,1996,1997
ocd-division/country:ca/province:sk/ed:saskatoon-rosetown,Saskatoon—Rosetown,1996,1997
ocd-division/country:ca/province:sk/ed:swift_current,Swift Current,1917-10-06,1953-02-10
ocd-division/country:ca/province:sk/ed:wanuskewin,Wanuskewin,1997-04-27,2000-06-28
ocd-division/country:ca/territory:nt/ed:nunavut,Nunavut,1997-04-27,1999-03-30
