id,name,census-geoid,validFrom,validThrough
ocd-division/country:us/state:ga/sldu:34,Georgia State Senate district 34,sldu-13034,,
ocd-division/country:us/state:ga/sldu:35,Georgia State Senate district 35,sldu-13035,,
ocd-division/country:us/state:ga/sldu:36,Georgia State Senate district 36,sldu-13036,,
ocd-division/country:us/state:ga/sldu:37,Georgia State Senate district 37,sldu-13037,,
ocd-division/country:us/state:ga/sldu:38,Georgia State Senate district 38,sldu-13038,,
ocd-division/country:us/state:ga/sldu:39,Georgia State Senate district 39,sldu-13039,,
ocd-division/country:us/state:ga/sldu:40,Georgia State Senate district 40,sldu-13040,,
ocd-division/country:us/state:ga/sldu:41,Georgia State Senate district 41,sldu-13041,,
ocd-division/country:us/state:ga/sldu:42,Georgia State Senate district 42,sldu-13042,,
ocd-division/country:us/state:ga/sldu:43,Georgia State Senate district 43,sldu-13043,,
ocd-division/country:us/state:ga/sldu:44,Georgia State Senate district 44,sldu-13044,,
ocd-division/country:us/state:ga/sldu:45,Georgia State Senate district 45,sldu-13045,,
ocd-division/country:us/state:ga/sldu:46,Georgia State Senate district 46,sldu-13046,,
ocd-division/country:us/state:ga/sldu:47,Georgia State Senate district 47,sldu-13047,,
ocd-division/country:us/state:ga/sldu:48,Georgia State Senate district 48,sldu-13048,,
ocd-division/country:us/state:ga/sldu:49,Georgia State Senate district 49,sldu-13049,,
ocd-division/country:us/state:ga/sldu:50,Georgia State Senate district 50,sldu-13050,,
ocd-division/country:us/state:ga/sldu:51,Georgia State Senate district 51,sldu-13051,,
ocd-division/country:us/state:ga/sldu:52,Georgia State Senate district 52,sldu-13052,,
ocd-division/country:us/state:ga/sldu:53,Georgia State Senate district 53,sldu-13053,,
ocd-division/country:us/state:ga/sldu:54,Georgia State Senate district 54,sldu-13054,,
ocd-division/country:us/state:ga/sldu:55,Georgia State Senate district 55,sldu-13055,,
ocd-division/country:us/state:ga/sldu:56,Georgia State Senate district 56,sldu-13056,,
ocd-division/country:us/state:hi/sldu:1,Hawaii State Senate district 1,sldu-15001,,
ocd-division/country:us/state:hi/sldu:2,Hawaii State Senate district 2,sldu-15002,,
ocd-division/country:us/state:hi/sldu:3,Hawaii State Senate district 3,sldu-15003,,
ocd-division/country:us/state:hi/sldu:4,Hawaii State Senate district 4,sldu-15004,,
ocd-division/country:us/state:hi/sldu:5,Hawaii State Senate district 5,sldu-15005,,
ocd-division/country:us/state:hi/sldu:6,Hawaii State Senate district 6,sldu-15006,,
ocd-division/country:us/state:hi/sldu:7,Hawaii State Senate district 7,sldu-15007,,
ocd-division/country:us/state:hi/sldu:8,Hawaii State Senate district 8,sldu-15008,,
ocd-division/country:us/state:hi/sldu:9,Hawaii State Senate district 9,sldu-15009,,
ocd-division/country:us/state:hi/sldu:10,Hawaii State Senate district 10,sldu-15010,,
ocd-division/country:us/state:hi/sldu:11,Hawaii State Senate district 11,sldu-15011,,
ocd-division/country:us/state:hi/sldu:12,Hawaii State Senate district 12,sldu-15012,,
ocd-division/country:us/state:hi/sldu:13,Hawaii State Senate district 13,sldu-15013,,
ocd-division/country:us/state:hi/sldu:14,Hawaii State Senate district 14,sldu-15014,,
ocd-division/country:us/state:hi/sldu:15,Hawaii State Senate district 15,sldu-15015,,
ocd-division/country:us/state:hi/sldu:16,Hawaii State Senate district 16,sldu-15016,,
ocd-division/country:us/state:hi/sldu:17,Hawaii State Senate district 17,sldu-15017,,
ocd-division/country:us/state:hi/sldu:18,Hawaii State Senate district 18,sldu-15018,,
ocd-division/country:us/state:hi/sldu:19,Hawaii State Senate district 19,sldu-15019,,
ocd-division/country:us/state:hi/sldu:20,Hawaii State Senate district 20,sldu-15020,,
ocd-division/country:us/state:hi/sldu:21,Hawaii State Senate district 21,sldu-15021,,
ocd-division/country:us/state:hi/sldu:22,Hawaii State Senate district 22,sldu-15022,,
ocd-division/country:us/state:hi/sldu:23,Hawaii State Senate district 23,sldu-15023,,
ocd-division/country:us/state:hi/sldu:24,Hawaii State Senate district 24,sldu-15024,,
ocd-division/country:us/state:hi/sldu:25,Hawaii State Senate district 25,sldu-15025,,
ocd-division/country:us/state:id/sldu:1,Idaho State Senate district 1,sldu-16001,,
ocd-division/country:us/state:id/sldu:2,Idaho State Senate district 2,sldu-16002,,
ocd-division/country:us/state:id/sldu:3,Idaho State Senate district 3,sldu-16003,,
ocd-division/country:us/state:id/sldu:4,Idaho State Senate district 4,sldu-16004,,
ocd-division/country:us/state:id/sldu:5,Idaho State Senate district 5,sldu-16005,,
ocd-division/country:us/state:id/sldu:6,Idaho State Senate district 6,sldu-16006,,
ocd-division/country:us/state:id/sldu:7,Idaho State Senate district 7,sldu-16007,,
ocd-division/country:us/state:id/sldu:8,Idaho State Senate district 8,sldu-16008,,
ocd-division/country:us/state:id/sldu:9,Idaho State Senate district 9,sldu-16009,,
ocd-division/country:us/state:id/sldu:10,Idaho State Senate district 10,sldu-16010,,
ocd-division/country:us/state:id/sldu:11,Idaho State Senate district 11,sldu-16011,,
ocd-division/country:us/state:id/sldu:12,Idaho State Senate district 12,sldu-16012,,
ocd-division/country:us/state:id/sldu:13,Idaho State Senate district 13,sldu-16013,,
ocd-division/country:us/state:id/sldu:14,Idaho State Senate district 14,sldu-16014,,
ocd-division/country:us/state:id/sldu:15,Idaho State Senate district 15,sldu-16015,,
ocd-division/country:us/state:id/sldu:16,Idaho State Senate district 16,sldu-16016,,
ocd-division/country:us/state:id/sldu:17,Idaho State Senate district 17,sldu-16017,,
ocd-division/country:us/state:id/sldu:18,Idaho State Senate district 18,sldu-16018,,
ocd-division/country:us/state:id/sldu:19,Idaho State Senate district 19,sldu-16019,,
ocd-division/country:us/state:id/sldu:20,Idaho State Senate district 20,sldu-16020,,
ocd-division/country:us/state:id/sldu:21,Idaho State Senate district 21,sldu-16021,,
ocd-division/country:us/state:id/sldu:22,Idaho State Senate district 22,sldu-16022,,
ocd-division/country:us/state:id/sldu:23,Idaho State Senate district 23,sldu-16023,,
ocd-division/country:us/state:id/sldu:24,Idaho State Senate district 24,sldu-16024,,
ocd-division/country:us/state:id/sldu:25,Idaho State Senate district 25,sldu-16025,,
ocd-division/country:us/state:id/sldu:26,Idaho State Senate district 26,sldu-16026,,
ocd-division/country:us/state:id/sldu:27,Idaho State Senate district 27,sldu-16027,,
ocd-division/country:us/state:id/sldu:28,Idaho State Senate district 28,sldu-16028,,
ocd-division/country:us/state:id/sldu:29,Idaho State Senate district 29,sldu-16029,,
ocd-division/country:us/state:id/sldu:30,Idaho State Senate district 30,sldu-16030,,
ocd-division/country:us/state:id/sldu:31,Idaho State Senate district 31,sldu-16031,,
ocd-division/country:us/state:id/sldu:32,Idaho State Senate district 32,sldu-16032,,
ocd-division/country:us/state:id/sldu:33,Idaho State Senate district 33,sldu-16033,,
ocd-division/country:us/state:id/sldu:34,Idaho State Senate district 34,sldu-16034,,
ocd-division/country:us/state:id/sldu:35,Idaho State Senate district 35,sldu-16035,,
ocd-division/country:us/state:il/sldu:1,Illinois State Senate district 1,sldu-17001,,
ocd-division/country:us/state:il/sldu:2,Illinois State Senate district 2,sldu-17002,,
ocd-division/country:us/state:il/sldu:3,Illinois State Senate district 3,sldu-17003,,
ocd-division/country:us/state:il/sldu:4,Illinois State Senate district 4,sldu-17004,,
ocd-division/country:us/state:il/sldu:5,Illinois State Senate district 5,sldu-17005,,
ocd-division/country:us/state:il/sldu:6,Illinois State Senate district 6,sldu-17006,,
ocd-division/country:us/state:il/sldu:7,Illinois State Senate district 7,sldu-17007,,
ocd-division/country:us/state:il/sldu:8,Illinois State Senate district 8,sldu-17008,,
ocd-division/country:us/state:il/sldu:9,Illinois State Senate district 9,sldu-17009,,
ocd-division/country:us/state:il/sldu:10,Illinois State Senate district 10,sldu-17010,,
ocd-division/country:us/state:il/sldu:11,Illinois State Senate district 11,sldu-17011,,
ocd-division/country:us/state:il/sldu:12,Illinois State Senate district 12,sldu-17012,,
ocd-division/country:us/state:il/sldu:13,Illinois State Senate district 13,sldu-17013,,
ocd-division/country:us/state:il/sldu:14,Illinois State Senate district 14,sldu-17014,,
ocd-division/country:us/state:il/sldu:15,Illinois State Senate district 15,sldu-17015,,
ocd-division/country:us/state:il/sldu:16,Illinois State Senate district 16,sldu-17016,,
ocd-division/country:us/state:il/sldu:17,Illinois State Senate district 17,sldu-17017,,
ocd-division/country:us/state:il/sldu:18,Illinois State Senate district 18,sldu-17018,,
ocd-division/country:us/state:il/sldu:19,Illinois State Senate district 19,sldu-17019,,
ocd-division/country:us/state:il/sldu:20,Illinois State Senate district 20,sldu-17020,,
ocd-division/country:us/state:il/sldu:21,Illinois State Senate district 21,sldu-17021,,
ocd-division/country:us/state:il/sldu:22,Illinois State Senate district 22,sldu-17022,,
ocd-division/country:us/state:il/sldu:23,Illinois State Senate district 23,sldu-17023,,
ocd-division/country:us/state:il/sldu:24,Illinois State Senate district 24,sldu-17024,,
ocd-division/country:us/state:il/sldu:25,Illinois State Senate district 25,sldu-17025,,
ocd-division/country:us/state:il/sldu:26,Illinois State Senate district 26,sldu-17026,,
ocd-division/country:us/state:il/sldu:27,Illinois State Senate district 27,sldu-17027,,
ocd-division/country:us/state:il/sldu:28,Illinois State Senate district 28,sldu-17028,,
ocd-division/country:us/state:il/sldu:29,Illinois State Senate district 29,sldu-17029,,
ocd-division/country:us/state:il/sldu:30,Illinois State Senate district 30,sldu-17030,,
ocd-division/country:us/state:il/sldu:31,Illinois State Senate district 31,sldu-17031,,
ocd-division/country:us/state:il/sldu:32,Illinois State Senate district 32,sldu-17032,,
ocd-division/country:us/state:il/sldu:33,Illinois State Senate district 33,sldu-17033,,
ocd-division/country:us/state:il/sldu:34,Illinois State Senate district 34,sldu-17034,,
ocd-division/country:us/state:il/sldu:35,Illinois State Senate district 35,sldu-17035,,
ocd-division/country:us/state:il/sldu:36,Illinois State Senate district 36,sldu-17036,,
ocd-division/country:us/state:il/sldu:37,Illinois State Senate district 37,sldu-17037,,
ocd-division/country:us/state:il/sldu:38,Illinois State Senate district 38,sldu-17038,,
ocd-division/country:us/state:il/sldu:39,Illinois State Senate district 39,sldu-17039,,
ocd-division/country:us/state:il/sldu:40,Illinois State Senate district 40,sldu-17040,,
ocd-division/country:us/state:il/sldu:41,Illinois State Senate district 41,sldu-17041,,
ocd-division/country:us/state:il/sldu:42,Illinois State Senate district 42,sldu-17042,,
ocd-division/country:us/state:il/sldu:43,Illinois State Senate district 43,sldu-17043,,
ocd-division/country:us/state:il/sldu:44,Illinois State Senate district 44,sldu-17044,,
ocd-division/country:us/state:il/sldu:45,Illinois State Senate district 45,sldu-17045,,
ocd-division/country:us/state:il/sldu:46,Illinois State Senate district 46,sldu-17046,,
ocd-division/country:us/state:il/sldu:47,Illinois State Senate district 47,sldu-17047,,
ocd-division/country:us/state:il/sldu:48,Illinois State Senate district 48,sldu-17048,,
ocd-division/country:us/state:il/sldu:49,Illinois State Senate district 49,sldu-17049,,
ocd-division/country:us/state:il/sldu:50,Illinois State Senate district 50,sldu-17050,,
ocd-division/country:us/state:il/sldu:51,Illinois State Senate district 51,sldu-17051,,
ocd-division/country:us/state:il/sldu:52,Illinois State Senate district 52,sldu-17052,,
ocd-division/country:us/state:il/sldu:53,Illinois State Senate district 53,sldu-17053,,
ocd-division/country:us/state:il/sldu:54,Illinois State Senate district 54,sldu-17054,,
ocd-division/country:us/state:il/sldu:55,Illinois State Senate district 55,sldu-17055,,
ocd-division/country:us/state:il/sldu:56,Illinois State Senate district 56,sldu-17056,,
ocd-division/country:us/state:il/sldu:57,Illinois State Senate district 57,sldu-17057,,
ocd-division/country:us/state:il/sldu:58,Illinois State Senate district 58,sldu-17058,,
ocd-division/country:us/state:il/sldu:59,Illinois State Senate district 59,sldu-17059,,
ocd-division/country:us/state:in/sldu:1,Indiana State Senate district 1,sldu-18001,,
ocd-division/country:us/state:in/sldu:2,Indiana State Senate district 2,sldu-18002,,
ocd-division/country:us/state:in/sldu:3,Indiana State Senate district 3,sldu-18003,,
ocd-division/country:us/state:in/sldu:4,Indiana State Senate district 4,sldu-18004,,
ocd-division/country:us/state:in/sldu:5,Indiana State Senate district 5,sldu-18005,,
ocd-division/country:us/state:in/sldu:6,Indiana State Senate district 6,sldu-18006,,
ocd-division/country:us/state:in/sldu:7,Indiana State Senate district 7,sldu-18007,,
ocd-division/country:us/state:in/sldu:8,Indiana State Senate district 8,sldu-18008,,
ocd-division/country:us/state:in/sldu:9,Indiana State Senate district 9,sldu-18009,,
ocd-division/country:us/state:in/sldu:10,Indiana State Senate district 10,sldu-18010,,
ocd-division/country:us/state:in/sldu:11,Indiana State Senate district 11,sldu-18011,,
ocd-division/country:us/state:in/sldu:12,Indiana State Senate district 12,sldu-18012,,
ocd-division/country:us/state:in/sldu:13,Indiana State Senate district 13,sldu-18013,,
ocd-division/country:us/state:in/sldu:14,Indiana State Senate district 14,sldu-18014,,
ocd-division/country:us/state:in/sldu:15,Indiana State Senate district 15,sldu-18015,,
ocd-division/country:us/state:in/sldu:16,Indiana State Senate district 16,sldu-18016,,
ocd-division/country:us/state:in/sldu:17,Indiana State Senate district 17,sldu-18017,,
ocd-division/country:us/state:in/sldu:18,Indiana State Senate district 18,sldu-18018,,
ocd-division/country:us/state:in/sldu:19,Indiana State Senate district 19,sldu-18019,,
ocd-division/country:us/state:in/sldu:20,Indiana State Senate district 20,sldu-18020,,
ocd-division/country:us/state:in/sldu:21,Indiana State Senate district 21,sldu-18021,,
ocd-division/country:us/state:in/sldu:22,Indiana State Senate district 22,sldu-18022,,
ocd-division/country:us/state:in/sldu:23,Indiana State Senate district 23,sldu-18023,,
ocd-division/country:us/state:in/sldu:24,Indiana State Senate district 24,sldu-18024,,
ocd-division/country:us/state:in/sldu:25,Indiana State Senate district 25,sldu-18025,,
ocd-division/country:us/state:in/sldu:26,Indiana State Senate district 26,sldu-18026,,
ocd-division/country:us/state:in/sldu:27,Indiana State Senate district 27,sldu-18027,,
ocd-division/country:us/state:in/sldu:28,Indiana State Senate district 28,sldu-18028,,
ocd-division/country:us/state:in/sldu:29,Indiana State Senate district 29,sldu-18029,,
ocd-division/country:us/state:in/sldu:30,Indiana State Senate district 30,sldu-18030,,
ocd-division/country:us/state:in/sldu:31,Indiana State Senate district 31,sldu-18031,,
ocd-division/country:us/state:in/sldu:32,Indiana State Senate district 32,sldu-18032,,
ocd-division/country:us/state:in/sldu:33,Indiana State Senate district 33,sldu-18033,,
ocd-division/country:us/state:in/sldu:34,Indiana State Senate district 34,sldu-18034,,
ocd-division/country:us/state:in/sldu:35,Indiana State Senate district 35,sldu-18035,,
ocd-division/country:us/state:in/sldu:36,Indiana State Senate district 36,sldu-18036,,
