@id,name,census_geoid
ocd-division/country:us/state:nj/sldu:4,New Jersey State Senate district 4,34004
ocd-division/country:us/state:nj/sldu:5,New Jersey State Senate district 5,34005
ocd-division/country:us/state:nj/sldu:6,New Jersey State Senate district 6,34006
ocd-division/country:us/state:nj/sldu:7,New Jersey State Senate district 7,34007
ocd-division/country:us/state:nj/sldu:8,New Jersey State Senate district 8,34008
ocd-division/country:us/state:nj/sldu:9,New Jersey State Senate district 9,34009
ocd-division/country:us/state:nj/sldu:10,New Jersey State Senate district 10,34010
ocd-division/country:us/state:nj/sldu:11,New Jersey State Senate district 11,34011
ocd-division/country:us/state:nj/sldu:12,New Jersey State Senate district 12,34012
ocd-division/country:us/state:nj/sldu:13,New Jersey State Senate district 13,34013
ocd-division/country:us/state:nj/sldu:14,New Jersey State Senate district 14,34014
ocd-division/country:us/state:nj/sldu:15,New Jersey State Senate district 15,34015
ocd-division/country:us/state:nj/sldu:16,New Jersey State Senate district 16,34016
ocd-division/country:us/state:nj/sldu:17,New Jersey State Senate district 17,34017
ocd-division/country:us/state:nj/sldu:18,New Jersey State Senate district 18,34018
ocd-division/country:us/state:nj/sldu:19,New Jersey State Senate district 19,34019
ocd-division/country:us/state:nj/sldu:20,New Jersey State Senate district 20,34020
ocd-division/country:us/state:nj/sldu:21,New Jersey State Senate district 21,34021
ocd-division/country:us/state:nj/sldu:22,New Jersey State Senate district 22,34022
ocd-division/country:us/state:nj/sldu:23,New Jersey State Senate district 23,34023
ocd-division/country:us/state:nj/sldu:24,New Jersey State Senate district 24,34024
ocd-division/country:us/state:nj/sldu:25,New Jersey State Senate district 25,34025
ocd-division/country:us/state:nj/sldu:26,New Jersey State Senate district 26,34026
ocd-division/country:us/state:nj/sldu:27,New Jersey State Senate district 27,34027
ocd-division/country:us/state:nj/sldu:28,New Jersey State Senate district 28,34028
ocd-division/country:us/state:nj/sldu:29,New Jersey State Senate district 29,34029
ocd-division/country:us/state:nj/sldu:30,New Jersey State Senate district 30,34030
ocd-division/country:us/state:nj/sldu:31,New Jersey State Senate district 31,34031
ocd-division/country:us/state:nj/sldu:32,New Jersey State Senate district 32,34032
ocd-division/country:us/state:nj/sldu:33,New Jersey State Senate district 33,34033
ocd-division/country:us/state:nj/sldu:34,New Jersey State Senate district 34,34034
ocd-division/country:us/state:nj/sldu:35,New Jersey State Senate district 35,34035
ocd-division/country:us/state:nj/sldu:36,New Jersey State Senate district 36,34036
ocd-division/country:us/state:nj/sldu:37,New Jersey State Senate district 37,34037
ocd-division/country:us/state:nj/sldu:38,New Jersey State Senate district 38,34038
ocd-division/country:us/state:nj/sldu:39,New Jersey State Senate district 39,34039
ocd-division/country:us/state:nj/sldu:40,New Jersey State Senate district 40,34040
ocd-division/country:us/state:nm/sldu:1,New Mexico State Senate district 1,35001
ocd-division/country:us/state:nm/sldu:2,New Mexico State Senate district 2,35002
ocd-division/country:us/state:nm/sldu:3,New Mexico State Senate district 3,35003
ocd-division/country:us/state:nm/sldu:4,New Mexico State Senate district 4,35004
ocd-division/country:us/state:nm/sldu:5,New Mexico State Senate district 5,35005
ocd-division/country:us/state:nm/sldu:6,New Mexico State Senate district 6,35006
ocd-division/country:us/state:nm/sldu:7,New Mexico State Senate district 7,35007
ocd-division/country:us/state:nm/sldu:8,New Mexico State Senate district 8,35008
ocd-division/country:us/state:nm/sldu:9,New Mexico State Senate district 9,35009
ocd-division/country:us/state:nm/sldu:10,New Mexico State Senate district 10,35010
ocd-division/country:us/state:nm/sldu:11,New Mexico State Senate district 11,35011
ocd-division/country:us/state:nm/sldu:12,New Mexico State Senate district 12,35012
ocd-division/country:us/state:nm/sldu:13,New Mexico State Senate district 13,35013
ocd-division/country:us/state:nm/sldu:14,New Mexico State Senate district 14,35014
ocd-division/country:us/state:nm/sldu:15,New Mexico State Senate district 15,35015
ocd-division/country:us/state:nm/sldu:16,New Mexico State Senate district 16,35016
ocd-division/country:us/state:nm/sldu:17,New Mexico State Senate district 17,35017
ocd-division/country:us/state:nm/sldu:18,New Mexico State Senate district 18,35018
ocd-division/country:us/state:nm/sldu:19,New Mexico State Senate district 19,35019
ocd-division/country:us/state:nm/sldu:20,New Mexico State Senate district 20,35020
ocd-division/country:us/state:nm/sldu:21,New Mexico State Senate district 21,35021
ocd-division/country:us/state:nm/sldu:22,New Mexico State Senate district 22,35022
ocd-division/country:us/state:nm/sldu:23,New Mexico State Senate district 23,35023
ocd-division/country:us/state:nm/sldu:24,New Mexico State Senate district 24,35024
ocd-division/country:us/state:nm/sldu:25,New Mexico State Senate district 25,35025
ocd-division/country:us/state:nm/sldu:26,New Mexico State Senate district 26,35026
ocd-division/country:us/state:nm/sldu:27,New Mexico State Senate district 27,35027
ocd-division/country:us/state:nm/sldu:28,New Mexico State Senate district 28,35028
ocd-division/country:us/state:nm/sldu:29,New Mexico State Senate district 29,35029
ocd-division/country:us/state:nm/sldu:30,New Mexico State Senate district 30,35030
ocd-division/country:us/state:nm/sldu:31,New Mexico State Senate district 31,35031
ocd-division/country:us/state:nm/sldu:32,New Mexico State Senate district 32,35032
ocd-division/country:us/state:nm/sldu:33,New Mexico State Senate district 33,35033
ocd-division/country:us/state:nm/sldu:34,New Mexico State Senate district 34,35034
ocd-division/country:us/state:nm/sldu:35,New Mexico State Senate district 35,35035
ocd-division/country:us/state:nm/sldu:36,New Mexico State Senate district 36,35036
ocd-division/country:us/state:nm/sldu:37,New Mexico State Senate district 37,35037
ocd-division/country:us/state:nm/sldu:38,New Mexico State Senate district 38,35038
ocd-division/country:us/state:nm/sldu:39,New Mexico State Senate district 39,35039
ocd-division/country:us/state:nm/sldu:40,New Mexico State Senate district 40,35040
ocd-division/country:us/state:nm/sldu:41,New Mexico State Senate district 41,35041
ocd-division/country:us/state:nm/sldu:42,New Mexico State Senate district 42,35042
ocd-division/country:us/state:ny/sldu:1,New York State Senate district 1,36001
ocd-division/country:us/state:ny/sldu:2,New York State Senate district 2,36002
ocd-division/country:us/state:ny/sldu:3,New York State Senate district 3,36003
ocd-division/country:us/state:ny/sldu:4,New York State Senate district 4,36004
ocd-division/country:us/state:ny/sldu:5,New York State Senate district 5,36005
ocd-division/country:us/state:ny/sldu:6,New York State Senate district 6,36006
ocd-division/country:us/state:ny/sldu:7,New York State Senate district 7,36007
ocd-division/country:us/state:ny/sldu:8,New York State Senate district 8,36008
ocd-division/country:us/state:ny/sldu:9,New York State Senate district 9,36009
ocd-division/country:us/state:ny/sldu:10,New York State Senate district 10,36010
ocd-division/country:us/state:ny/sldu:11,New York State Senate district 11,36011
ocd-division/country:us/state:ny/sldu:12,New York State Senate district 12,36012
ocd-division/country:us/state:ny/sldu:13,New York State Senate district 13,36013
ocd-division/country:us/state:ny/sldu:14,New York State Senate district 14,36014
ocd-division/country:us/state:ny/sldu:15,New York State Senate district 15,36015
ocd-division/country:us/state:ny/sldu:16,New York State Senate district 16,36016
ocd-division/country:us/state:ny/sldu:17,New York State Senate district 17,36017
ocd-division/country:us/state:ny/sldu:18,New York State Senate district 18,36018
ocd-division/country:us/state:ny/sldu:19,New York State Senate district 19,36019
ocd-division/country:us/state:ny/sldu:20,New York State Senate district 20,36020
ocd-division/country:us/state:ny/sldu:21,New York State Senate district 21,36021
ocd-division/country:us/state:ny/sldu:22,New York State Senate district 22,36022
ocd-division/country:us/state:ny/sldu:23,New York State Senate district 23,36023
ocd-division/country:us/state:ny/sldu:24,New York State Senate district 24,36024
ocd-division/country:us/state:ny/sldu:25,New York State Senate district 25,36025
ocd-division/country:us/state:ny/sldu:26,New York State Senate district 26,36026
ocd-division/country:us/state:ny/sldu:27,New York State Senate district 27,36027
ocd-division/country:us/state:ny/sldu:28,New York State Senate district 28,36028
ocd-division/country:us/state:ny/sldu:29,New York State Senate district 29,36029
ocd-division/country:us/state:ny/sldu:30,New York State Senate district 30,36030
ocd-division/country:us/state:ny/sldu:31,New York State Senate district 31,36031
ocd-division/country:us/state:ny/sldu:32,New York State Senate district 32,36032
ocd-division/country:us/state:ny/sldu:33,New York State Senate district 33,36033
ocd-division/country:us/state:ny/sldu:34,New York State Senate district 34,36034
ocd-division/country:us/state:ny/sldu:35,New York State Senate district 35,36035
ocd-division/country:us/state:ny/sldu:36,New York State Senate district 36,36036
ocd-division/country:us/state:ny/sldu:37,New York State Senate district 37,36037
ocd-division/country:us/state:ny/sldu:38,New York State Senate district 38,36038
ocd-division/country:us/state:ny/sldu:39,New York State Senate district 39,36039
ocd-division/country:us/state:ny/sldu:40,New York State Senate district 40,36040
ocd-division/country:us/state:ny/sldu:41,New York State Senate district 41,36041
ocd-division/country:us/state:ny/sldu:42,New York State Senate district 42,36042
ocd-division/country:us/state:ny/sldu:43,New York State Senate district 43,36043
ocd-division/country:us/state:ny/sldu:44,New York State Senate district 44,36044
ocd-division/country:us/state:ny/sldu:45,New York State Senate district 45,36045
ocd-division/country:us/state:ny/sldu:46,New York State Senate district 46,36046
ocd-division/country:us/state:ny/sldu:47,New York State Senate district 47,36047
ocd-division/country:us/state:ny/sldu:48,New York State Senate district 48,36048
ocd-division/country:us/state:ny/sldu:49,New York State Senate district 49,36049
ocd-division/country:us/state:ny/sldu:50,New York State Senate district 50,36050
ocd-division/country:us/state:ny/sldu:51,New York State Senate district 51,36051
ocd-division/country:us/state:ny/sldu:52,New York State Senate district 52,36052
ocd-division/country:us/state:ny/sldu:53,New York State Senate district 53,36053
ocd-division/country:us/state:ny/sldu:54,New York State Senate district 54,36054
ocd-division/country:us/state:ny/sldu:55,New York State Senate district 55,36055
ocd-division/country:us/state:ny/sldu:56,New York State Senate district 56,36056
ocd-division/country:us/state:ny/sldu:57,New York State Senate district 57,36057
ocd-division/country:us/state:ny/sldu:58,New York State Senate district 58,36058
ocd-division/country:us/state:ny/sldu:59,New York State Senate district 59,36059
ocd-division/country:us/state:ny/sldu:60,New York State Senate district 60,36060
ocd-division/country:us/state:ny/sldu:61,New York State Senate district 61,36061
ocd-division/country:us/state:ny/sldu:62,New York State Senate district 62,36062
ocd-division/country:us/state:ny/sldu:63,New York State Senate district 63,36063
ocd-division/country:us/state:nc/sldu:1,North Carolina State Senate district 1,37001
ocd-division/country:us/state:nc/sldu:2,North Carolina State Senate district 2,37002
ocd-division/country:us/state:nc/sldu:3,North Carolina State Senate district 3,37003
ocd-division/country:us/state:nc/sldu:4,North Carolina State Senate district 4,37004
ocd-division/country:us/state:nc/sldu:5,North Carolina State Senate district 5,37005
ocd-division/country:us/state:nc/sldu:6,North Carolina State Senate district 6,37006
ocd-division/country:us/state:nc/sldu:7,North Carolina State Senate district 7,37007
ocd-division/country:us/state:nc/sldu:8,North Carolina State Senate district 8,37008
ocd-division/country:us/state:nc/sldu:9,North Carolina State Senate district 9,37009
ocd-division/country:us/state:nc/sldu:10,North Carolina State Senate district 10,37010
ocd-division/country:us/state:nc/sldu:11,North Carolina State Senate district 11,37011
ocd-division/country:us/state:nc/sldu:12,North Carolina State Senate district 12,37012
ocd-division/country:us/state:nc/sldu:13,North Carolina State Senate district 13,37013
ocd-division/country:us/state:nc/sldu:14,North Carolina State Senate district 14,37014
ocd-division/country:us/state:nc/sldu:15,North Carolina State Senate district 15,37015
ocd-division/country:us/state:nc/sldu:16,North Carolina State Senate district 16,37016
ocd-division/country:us/state:nc/sldu:17,North Carolina State Senate district 17,37017
ocd-division/country:us/state:nc/sldu:18,North Carolina State Senate district 18,37018
ocd-division/country:us/state:nc/sldu:19,North Carolina State Senate district 19,37019
ocd-division/country:us/state:nc/sldu:20,North Carolina State Senate district 20,37020
ocd-division/country:us/state:nc/sldu:21,North Carolina State Senate district 21,37021
ocd-division/country:us/state:nc/sldu:22,North Carolina State Senate district 22,37022
ocd-division/country:us/state:nc/sldu:23,North Carolina State Senate district 23,37023
ocd-division/country:us/state:nc/sldu:24,North Carolina State Senate district 24,37024
ocd-division/country:us/state:nc/sldu:25,North Carolina State Senate district 25,37025
ocd-division/country:us/state:nc/sldu:26,North Carolina State Senate district 26,37026
ocd-division/country:us/state:nc/sldu:27,North Carolina State Senate district 27,37027
ocd-division/country:us/state:nc/sldu:28,North Carolina State Senate district 28,37028
ocd-division/country:us/state:nc/sldu:29,North Carolina State Senate district 29,37029
ocd-division/country:us/state:nc/sldu:30,North Carolina State Senate district 30,37030
ocd-division/country:us/state:nc/sldu:31,North Carolina State Senate district 31,37031
ocd-division/country:us/state:nc/sldu:32,North Carolina State Senate district 32,37032
ocd-division/country:us/state:nc/sldu:33,North Carolina State Senate district 33,37033
ocd-division/country:us/state:nc/sldu:34,North Carolina State Senate district 34,37034
ocd-division/country:us/state:nc/sldu:35,North Carolina State Senate district 35,37035
ocd-division/country:us/state:nc/sldu:36,North Carolina State Senate district 36,37036
ocd-division/country:us/state:nc/sldu:37,North Carolina State Senate district 37,37037
ocd-division/country:us/state:nc/sldu:38,North Carolina State Senate district 38,37038
ocd-division/country:us/state:nc/sldu:39,North Carolina State Senate district 39,37039
ocd-division/country:us/state:nc/sldu:40,North Carolina State Senate district 40,37040
ocd-division/country:us/state:nc/sldu:41,North Carolina State Senate district 41,37041
ocd-division/country:us/state:nc/sldu:42,North Carolina State Senate district 42,37042
ocd-division/country:us/state:nc/sldu:43,North Carolina State Senate district 43,37043
ocd-division/country:us/state:nc/sldu:44,North Carolina State Senate district 44,37044
ocd-division/country:us/state:nc/sldu:45,North Carolina State Senate district 45,37045
ocd-division/country:us/state:nc/sldu:46,North Carolina State Senate district 46,37046
ocd-division/country:us/state:nc/sldu:47,North Carolina State Senate district 47,37047
ocd-division/country:us/state:nc/sldu:48,North Carolina State Senate district 48,37048
ocd-division/country:us/state:nc/sldu:49,North Carolina State Senate district 49,37049
ocd-division/country:us/state:nc/sldu:50,North Carolina State Senate district 50,37050
ocd-division/country:us/state:nd/sldu:1,North Dakota State Senate district 1,38001
ocd-division/country:us/state:nd/sldu:2,North Dakota State Senate district 2,38002
ocd-division/country:us/state:nd/sldu:3,North Dakota State Senate district 3,38003
ocd-division/country:us/state:nd/sldu:4,North Dakota State Senate district 4,38004
ocd-division/country:us/state:nd/sldu:5,North Dakota State Senate district 5,38005
ocd-division/country:us/state:nd/sldu:6,North Dakota State Senate district 6,38006
ocd-division/country:us/state:nd/sldu:7,North Dakota State Senate district 7,38007
ocd-division/country:us/state:nd/sldu:8,North Dakota State Senate district 8,38008
ocd-division/country:us/state:nd/sldu:9,North Dakota State Senate district 9,38009
ocd-division/country:us/state:nd/sldu:10,North Dakota State Senate district 10,38010
ocd-division/country:us/state:nd/sldu:11,North Dakota State Senate district 11,38011
ocd-division/country:us/state:nd/sldu:12,North Dakota State Senate district 12,38012
ocd-division/country:us/state:nd/sldu:13,North Dakota State Senate district 13,38013
ocd-division/country:us/state:nd/sldu:14,North Dakota State Senate district 14,38014
ocd-division/country:us/state:nd/sldu:15,North Dakota State Senate district 15,38015
ocd-division/country:us/state:nd/sldu:16,North Dakota State Senate district 16,38016
ocd-division/country:us/state:nd/sldu:17,North Dakota State Senate district 17,38017
ocd-division/country:us/state:nd/sldu:18,North Dakota State Senate district 18,38018
ocd-division/country:us/state:nd/sldu:19,North Dakota State Senate district 19,38019
ocd-division/country:us/state:nd/sldu:20,North Dakota State Senate district 20,38020
ocd-division/country:us/state:nd/sldu:21,North Dakota State Senate district 21,38021
ocd-division/country:us/state:nd/sldu:22,North Dakota State Senate district 22,38022
ocd-division/country:us/state:nd/sldu:23,North Dakota State Senate district 23,38023
ocd-division/country:us/state:nd/sldu:24,North Dakota State Senate district 24,38024
ocd-division/country:us/state:nd/sldu:25,North Dakota State Senate district 25,38025
ocd-division/country:us/state:nd/sldu:26,North Dakota State Senate district 26,38026
ocd-division/country:us/state:nd/sldu:27,North Dakota State Senate district 27,38027
ocd-division/country:us/state:nd/sldu:28,North Dakota State Senate district 28,38028
ocd-division/country:us/state:nd/sldu:29,North Dakota State Senate district 29,38029
ocd-division/country:us/state:nd/sldu:30,North Dakota State Senate district 30,38030
ocd-division/country:us/state:nd/sldu:31,North Dakota State Senate district 31,38031
ocd-division/country:us/state:nd/sldu:32,North Dakota State Senate district 32,38032
ocd-division/country:us/state:nd/sldu:33,North Dakota State Senate district 33,38033
ocd-division/country:us/state:nd/sldu:34,North Dakota State Senate district 34,38034
ocd-division/country:us/state:nd/sldu:35,North Dakota State Senate district 35,38035
ocd-division/country:us/state:nd/sldu:36,North Dakota State Senate district 36,38036
ocd-division/country:us/state:nd/sldu:37,North Dakota State Senate district 37,38037
ocd-division/country:us/state:nd/sldu:38,North Dakota State Senate district 38,38038
ocd-division/country:us/state:nd/sldu:39,North Dakota State Senate district 39,38039
ocd-division/country:us/state:nd/sldu:40,North Dakota State Senate district 40,38040
ocd-division/country:us/state:nd/sldu:41,North Dakota State Senate district 41,38041
ocd-division/country:us/state:nd/sldu:42,North Dakota State Senate district 42,38042
ocd-division/country:us/state:nd/sldu:43,North Dakota State Senate district 43,38043
ocd-division/country:us/state:nd/sldu:44,North Dakota State Senate district 44,38044
ocd-division/country:us/state:nd/sldu:45,North Dakota State Senate district 45,38045
ocd-division/country:us/state:nd/sldu:46,North Dakota State Senate district 46,38046
ocd-division/country:us/state:nd/sldu:47,North Dakota State Senate district 47,38047
ocd-division/country:us/state:oh/sldu:1,Ohio State Senate district 1,39001
ocd-division/country:us/state:oh/sldu:2,Ohio State Senate district 2,39002
ocd-division/country:us/state:oh/sldu:3,Ohio State Senate district 3,39003
ocd-division/country:us/state:oh/sldu:4,Ohio State Senate district 4,39004
ocd-division/country:us/state:oh/sldu:5,Ohio State Senate district 5,39005
ocd-division/country:us/state:oh/sldu:6,Ohio State Senate district 6,39006
ocd-division/country:us/state:oh/sldu:7,Ohio State Senate district 7,39007
ocd-division/country:us/state:oh/sldu:8,Ohio State Senate district 8,39008
ocd-division/country:us/state:oh/sldu:9,Ohio State Senate district 9,39009
ocd-division/country:us/state:oh/sldu:10,Ohio State Senate district 10,39010
ocd-division/country:us/state:oh/sldu:11,Ohio State Senate district 11,39011
ocd-division/country:us/state:oh/sldu:12,Ohio State Senate district 12,39012
ocd-division/country:us/state:oh/sldu:13,Ohio State Senate district 13,39013
ocd-division/country:us/state:oh/sldu:14,Ohio State Senate district 14,39014
ocd-division/country:us/state:oh/sldu:15,Ohio State Senate district 15,39015
ocd-division/country:us/state:oh/sldu:16,Ohio State Senate district 16,39016
ocd-division/country:us/state:oh/sldu:17,Ohio State Senate district 17,39017
ocd-division/country:us/state:oh/sldu:18,Ohio State Senate district 18,39018
ocd-division/country:us/state:oh/sldu:19,Ohio State Senate district 19,39019
ocd-division/country:us/state:oh/sldu:20,Ohio State Senate district 20,39020
ocd-division/country:us/state:oh/sldu:21,Ohio State Senate district 21,39021
ocd-division/country:us/state:oh/sldu:22,Ohio State Senate district 22,39022
ocd-division/country:us/state:oh/sldu:23,Ohio State Senate district 23,39023
ocd-division/country:us/state:oh/sldu:24,Ohio State Senate district 24,39024
ocd-division/country:us/state:oh/sldu:25,Ohio State Senate district 25,39025
ocd-division/country:us/state:oh/sldu:26,Ohio State Senate district 26,39026
ocd-division/country:us/state:oh/sldu:27,Ohio State Senate district 27,39027
ocd-division/country:us/state:oh/sldu:28,Ohio State Senate district 28,39028
ocd-division/country:us/state:oh/sldu:29,Ohio State Senate district 29,39029
ocd-division/country:us/state:oh/sldu:30,Ohio State Senate district 30,39030
ocd-division/country:us/state:oh/sldu:31,Ohio State Senate district 31,39031
ocd-division/country:us/state:oh/sldu:32,Ohio State Senate district 32,39032
ocd-division/country:us/state:oh/sldu:33,Ohio State Senate district 33,39033
ocd-division/country:us/state:ok/sldu:1,Oklahoma State Senate district 1,40001
ocd-division/country:us/state:ok/sldu:2,Oklahoma State Senate district 2,40002
ocd-division/country:us/state:ok/sldu:3,Oklahoma State Senate district 3,40003
ocd-division/country:us/state:ok/sldu:4,Oklahoma State Senate district 4,40004
ocd-division/country:us/state:ok/sldu:5,Oklahoma State Senate district 5,40005
ocd-division/country:us/state:ok/sldu:6,Oklahoma State Senate district 6,40006
ocd-division/country:us/state:ok/sldu:7,Oklahoma State Senate district 7,40007
ocd-division/country:us/state:ok/sldu:8,Oklahoma State Senate district 8,40008
ocd-division/country:us/state:ok/sldu:9,Oklahoma State Senate district 9,40009
ocd-division/country:us/state:ok/sldu:10,Oklahoma State Senate district 10,40010
ocd-division/country:us/state:ok/sldu:11,Oklahoma State Senate district 11,40011
ocd-division/country:us/state:ok/sldu:12,Oklahoma State Senate district 12,40012
ocd-division/country:us/state:ok/sldu:13,Oklahoma State Senate district 13,40013
ocd-division/country:us/state:ok/sldu:14,Oklahoma State Senate district 14,40014
ocd-division/country:us/state:ok/sldu:15,Oklahoma State Senate district 15,40015
ocd-division/country:us/state:ok/sldu:16,Oklahoma State Senate district 16,40016
ocd-division/country:us/state:ok/sldu:17,Oklahoma State Senate district 17,40017
ocd-division/country:us/state:ok/sldu:18,Oklahoma State Senate district 18,40018
ocd-division/country:us/state:ok/sldu:19,Oklahoma State Senate district 19,40019
ocd-division/country:us/state:ok/sldu:20,Oklahoma State Senate district 20,40020
ocd-division/country:us/state:ok/sldu:21,Oklahoma State Senate district 21,40021
ocd-division/country:us/state:ok/sldu:22,Oklahoma State Senate district 22,40022
ocd-division/country:us/state:ok/sldu:23,Oklahoma State Senate district 23,40023
ocd-division/country:us/state:ok/sldu:24,Oklahoma State Senate district 24,40024
ocd-division/country:us/state:ok/sldu:25,Oklahoma State Senate district 25,40025
ocd-division/country:us/state:ok/sldu:26,Oklahoma State Senate district 26,40026
ocd-division/country:us/state:ok/sldu:27,Oklahoma State Senate district 27,40027
ocd-division/country:us/state:ok/sldu:28,Oklahoma State Senate district 28,40028
ocd-division/country:us/state:ok/sldu:29,Oklahoma State Senate district 29,40029
ocd-division/country:us/state:ok/sldu:30,Oklahoma State Senate district 30,40030
ocd-division/country:us/state:ok/sldu:31,Oklahoma State Senate district 31,40031
ocd-division/country:us/state:ok/sldu:32,Oklahoma State Senate district 32,40032
ocd-division/country:us/state:ok/sldu:33,Oklahoma State Senate district 33,40033
ocd-division/country:us/state:ok/sldu:34,Oklahoma State Senate district 34,40034
ocd-division/country:us/state:ok/sldu:35,Oklahoma State Senate district 35,40035
ocd-division/country:us/state:ok/sldu:36,Oklahoma State Senate district 36,40036
ocd-division/country:us/state:ok/sldu:37,Oklahoma State Senate district 37,40037
ocd-division/country:us/state:ok/sldu:38,Oklahoma State Senate district 38,40038
ocd-division/country:us/state:ok/sldu:39,Oklahoma State Senate district 39,40039
ocd-division/country:us/state:ok/sldu:40,Oklahoma State Senate district 40,40040
ocd-division/country:us/state:ok/sldu:41,Oklahoma State Senate district 41,40041
ocd-division/country:us/state:ok/sldu:42,Oklahoma State Senate district 42,40042
ocd-division/country:us/state:ok/sldu:43,Oklahoma State Senate district 43,40043
ocd-division/country:us/state:ok/sldu:44,Oklahoma State Senate district 44,40044
ocd-division/country:us/state:ok/sldu:45,Oklahoma State Senate district 45,40045
ocd-division/country:us/state:ok/sldu:46,Oklahoma State Senate district 46,40046
ocd-division/country:us/state:ok/sldu:47,Oklahoma State Senate district 47,40047
ocd-division/country:us/state:ok/sldu:48,Oklahoma State Senate district 48,40048
ocd-division/country:us/state:or/sldu:1,Oregon State Senate district 1,41001
ocd-division/country:us/state:or/sldu:2,Oregon State Senate district 2,41002
ocd-division/country:us/state:or/sldu:3,Oregon State Senate district 3,41003
ocd-division/country:us/state:or/sldu:4,Oregon State Senate district 4,41004
ocd-division/country:us/state:or/sldu:5,Oregon State Senate district 5,41005
ocd-division/country:us/state:or/sldu:6,Oregon State Senate district 6,41006
ocd-division/country:us/state:or/sldu:7,Oregon State Senate district 7,41007
ocd-division/country:us/state:or/sldu:8,Oregon State Senate district 8,41008
ocd-division/country:us/state:or/sldu:9,Oregon State Senate district 9,41009
ocd-division/country:us/state:or/sldu:10,Oregon State Senate district 10,41010
ocd-division/country:us/state:or/sldu:11,Oregon State Senate district 11,41011
ocd-division/country:us/state:or/sldu:12,Oregon State Senate district 12,41012
ocd-division/country:us/state:or/sldu:13,Oregon State Senate district 13,41013
ocd-division/country:us/state:or/sldu:14,Oregon State Senate district 14,41014
ocd-division/country:us/state:or/sldu:15,Oregon State Senate district 15,41015
ocd-division/country:us/state:or/sldu:16,Oregon State Senate district 16,41016
ocd-division/country:us/state:or/sldu:17,Oregon State Senate district 17,41017
ocd-division/country:us/state:or/sldu:18,Oregon State Senate district 18,41018
ocd-division/country:us/state:or/sldu:19,Oregon State Senate district 19,41019
ocd-division/country:us/state:or/sldu:20,Oregon State Senate district 20,41020
ocd-division/country:us/state:or/sldu:21,Oregon State Senate district 21,41021
ocd-division/country:us/state:or/sldu:22,Oregon State Senate district 22,41022
ocd-division/country:us/state:or/sldu:23,Oregon State Senate district 23,41023
ocd-division/country:us/state:or/sldu:24,Oregon State Senate district 24,41024
ocd-division/country:us/state:or/sldu:25,Oregon State Senate district 25,41025
ocd-division/country:us/state:or/sldu:26,Oregon State Senate district 26,41026
ocd-division/country:us/state:or/sldu:27,Oregon State Senate district 27,41027
ocd-division/country:us/state:or/sldu:28,Oregon State Senate district 28,41028
ocd-division/country:us/state:or/sldu:29,Oregon State Senate district 29,41029
ocd-division/country:us/state:or/sldu:30,Oregon State Senate district 30,41030
ocd-division/country:us/state:pa/sldu:1,Pennsylvania State Senate district 1,42001
ocd-division/country:us/state:pa/sldu:2,Pennsylvania State Senate district 2,42002
ocd-division/country:us/state:pa/sldu:3,Pennsylvania State Senate district 3,42003
ocd-division/country:us/state:pa/sldu:4,Pennsylvania State Senate district 4,42004
ocd-division/country:us/state:pa/sldu:5,Pennsylvania State Senate district 5,42005
ocd-division/country:us/state:pa/sldu:6,Pennsylvania State Senate district 6,42006
ocd-division/country:us/state:pa/sldu:7,Pennsylvania State Senate district 7,42007
ocd-division/country:us/state:pa/sldu:8,Pennsylvania State Senate district 8,42008
ocd-division/country:us/state:pa/sldu:9,Pennsylvania State Senate district 9,42009
ocd-division/country:us/state:pa/sldu:10,Pennsylvania State Senate district 10,42010
ocd-division/country:us/state:pa/sldu:11,Pennsylvania State Senate district 11,42011
ocd-division/country:us/state:pa/sldu:12,Pennsylvania State Senate district 12,42012
ocd-division/country:us/state:pa/sldu:13,Pennsylvania State Senate district 13,42013
ocd-division/country:us/state:pa/sldu:14,Pennsylvania State Senate district 14,42014
ocd-division/country:us/state:pa/sldu:15,Pennsylvania State Senate district 15,42015
ocd-division/country:us/state:pa/sldu:16,Pennsylvania State Senate district 16,42016
ocd-division/country:us/state:pa/sldu:17,Pennsylvania State Senate district 17,42017
ocd-division/country:us/state:pa/sldu:18,Pennsylvania State Senate district 18,42018
ocd-division/country:us/state:pa/sldu:19,Pennsylvania State Senate district 19,42019
ocd-division/country:us/state:pa/sldu:20,Pennsylvania State Senate district 20,42020
ocd-division/country:us/state:pa/sldu:21,Pennsylvania State Senate district 21,42021
ocd-division/country:us/state:pa/sldu:22,Pennsylvania State Senate district 22,42022
ocd-division/country:us/state:pa/sldu:23,Pennsylvania State Senate district 23,42023
ocd-division/country:us/state:pa/sldu:24,Pennsylvania State Senate district 24,42024
ocd-division/country:us/state:pa/sldu:25,Pennsylvania State Senate district 25,42025
ocd-division/country:us/state:pa/sldu:26,Pennsylvania State Senate district 26,42026
ocd-division/country:us/state:pa/sldu:27,Pennsylvania State Senate district 27,42027
ocd-division/country:us/state:pa/sldu:28,Pennsylvania State Senate district 28,42028
ocd-division/country:us/state:pa/sldu:29,Pennsylvania State Senate district 29,42029
ocd-division/country:us/state:pa/sldu:30,Pennsylvania State Senate district 30,42030
ocd-division/country:us/state:pa/sldu:31,Pennsylvania State Senate district 31,42031
ocd-division/country:us/state:pa/sldu:32,Pennsylvania State Senate district 32,42032
